user_id,post_id,like_time,device
477,48,2025-06-04 20:51:58,Smartphone
312,7,2025-06-02 16:23:11,Tablet
406,47,2025-06-04 03:55:11,Smartphone
273,3,2025-06-03 22:34:28,Smartphone
481,31,2025-06-04 19:16:36,Smartphone
106,25,2025-06-02 10:50:33,Desktop
247,32,2025-06-02 15:59:28,Smartphone
12,26,2025-06-03 16:03:39,Desktop
264,10,2025-06-01 11:17:03,Smartphone
100,18,2025-06-02 17:36:43,Smartphone
287,38,2025-06-02 10:09:02,Smartphone
90,48,2025-06-02 15:34:16,Desktop
292,2,2025-06-03 00:54:40,Smartphone
22,10,2025-06-02 22:33:39,Smartphone
2,26,2025-06-04 06:39:55,Smartphone
29,37,2025-06-01 11:44:05,Desktop
466,11,2025-06-01 20:09:07,Desktop
284,39,2025-06-01 21:57:58,Smartphone
162,1,2025-06-02 09:40:47,Smartphone
250,49,2025-06-03 07:47:00,Smartphone
382,23,2025-06-01 22:15:13,Smartphone
16,45,2025-06-02 07:09:32,Smartphone
87,32,2025-06-01 09:21:14,Smartphone
16,32,2025-06-03 12:25:10,Smartphone
138,17,2025-06-03 11:21:39,Smartphone
183,2,2025-06-03 00:11:17,Desktop
34,40,2025-06-04 07:01:24,Smartphone
129,26,2025-06-03 19:51:18,Smartphone
451,29,2025-06-03 12:33:05,Smartphone
119,7,2025-06-01 09:04:05,Smartphone
438,23,2025-06-02 06:07:20,Smartphone
296,7,2025-06-03 13:11:16,Desktop
498,18,2025-06-03 08:43:18,Desktop
361,40,2025-06-04 13:03:45,Desktop
12,11,2025-06-01 02:50:40,Smartphone
263,2,2025-06-04 11:50:27,Smartphone
159,30,2025-06-03 07:23:49,Tablet
489,1,2025-06-03 21:27:54,Smartphone
248,25,2025-06-01 00:51:31,Smartphone
268,33,2025-06-03 03:13:42,Smartphone
433,37,2025-06-02 19:29:19,Smartphone
484,38,2025-06-03 08:47:45,Smartphone
203,38,2025-06-03 13:01:27,Smartphone
388,15,2025-06-04 06:23:02,Smartphone
269,48,2025-06-04 07:32:10,Smartphone
466,35,2025-06-04 15:51:18,Tablet
79,13,2025-06-02 08:07:05,Smartphone
438,43,2025-06-03 23:06:12,Smartphone
258,7,2025-06-02 07:57:20,Smartphone
68,21,2025-06-02 15:44:56,Smartphone
300,30,2025-06-03 15:28:23,Desktop
413,32,2025-06-03 22:43:36,Tablet
470,23,2025-06-01 04:13:37,Smartphone
0,41,2025-06-03 08:37:53,Smartphone
67,14,2025-06-03 00:57:08,Smartphone
463,45,2025-06-03 10:52:58,Smartphone
228,31,2025-06-02 00:02:10,Desktop
237,35,2025-06-03 20:04:07,Smartphone
28,37,2025-06-01 18:35:13,Tablet
207,7,2025-06-04 18:37:21,Smartphone
177,31,2025-06-04 05:47:14,Desktop
479,11,2025-06-01 03:55:38,Smartphone
84,48,2025-06-03 09:23:00,Smartphone
497,49,2025-06-04 14:12:02,Smartphone
30,18,2025-06-04 10:11:43,Smartphone
177,32,2025-06-01 03:56:49,Smartphone
295,29,2025-06-01 12:13:32,Desktop
461,39,2025-06-04 21:36:25,Tablet
335,7,2025-06-03 14:25:16,Smartphone
427,24,2025-06-01 19:45:45,Smartphone
191,47,2025-06-03 19:14:22,Smartphone
50,12,2025-06-02 02:27:58,Smartphone
266,46,2025-06-01 07:19:23,Smartphone
279,0,2025-06-02 13:53:16,Smartphone
256,44,2025-06-03 07:12:39,Desktop
262,12,2025-06-02 23:40:27,Smartphone
323,40,2025-06-02 06:49:30,Smartphone
282,1,2025-06-03 18:13:13,Tablet
440,11,2025-06-02 23:36:01,Desktop
43,37,2025-06-03 01:09:07,Smartphone
458,1,2025-06-03 07:12:51,Smartphone
211,33,2025-06-02 16:31:26,Tablet
242,11,2025-06-03 13:23:41,Desktop
293,1,2025-06-02 12:44:22,Smartphone
425,41,2025-06-01 11:55:42,Smartphone
219,46,2025-06-03 20:29:36,Tablet
122,2,2025-06-01 02:49:22,Desktop
475,27,2025-06-04 06:33:30,Smartphone
63,11,2025-06-01 07:35:07,Smartphone
305,1,2025-06-03 02:58:00,Smartphone
493,26,2025-06-02 08:39:16,Smartphone
320,33,2025-06-04 22:41:02,Desktop
59,17,2025-06-01 09:59:35,Tablet
305,18,2025-06-04 22:55:07,Smartphone
90,7,2025-06-01 05:51:46,Smartphone
428,37,2025-06-01 04:31:08,Smartphone
76,24,2025-06-02 12:00:47,Desktop
459,40,2025-06-02 05:02:02,Smartphone
73,12,2025-06-01 02:58:04,Smartphone
214,42,2025-06-04 18:29:18,Smartphone
377,11,2025-06-01 22:11:32,Tablet
167,20,2025-06-02 10:44:26,Smartphone
325,35,2025-06-01 18:22:56,Smartphone
21,26,2025-06-03 20:58:02,Smartphone
245,24,2025-06-01 16:39:33,Smartphone
283,31,2025-06-04 10:08:02,Smartphone
221,46,2025-06-02 07:44:36,Smartphone
370,8,2025-06-03 19:43:31,Desktop
18,48,2025-06-02 13:19:05,Tablet
203,20,2025-06-03 05:43:27,Smartphone
177,13,2025-06-02 00:26:09,Tablet
495,42,2025-06-04 16:14:22,Smartphone
158,8,2025-06-04 16:26:12,Smartphone
95,38,2025-06-01 16:40:48,Smartphone
323,16,2025-06-01 23:51:00,Smartphone
276,44,2025-06-02 21:17:53,Smartphone
323,18,2025-06-01 15:44:34,Tablet
16,22,2025-06-04 12:16:37,Desktop
86,46,2025-06-01 03:44:22,Smartphone
126,21,2025-06-02 21:25:55,Smartphone
381,47,2025-06-04 11:51:23,Smartphone
35,18,2025-06-03 06:39:28,Smartphone
416,3,2025-06-03 09:46:01,Smartphone
472,29,2025-06-02 04:53:01,Smartphone
223,1,2025-06-01 11:04:04,Smartphone
241,24,2025-06-04 14:13:49,Tablet
475,18,2025-06-04 19:20:55,Smartphone
291,41,2025-06-02 11:22:03,Smartphone
102,3,2025-06-01 14:50:25,Smartphone
305,47,2025-06-02 19:55:16,Smartphone
454,2,2025-06-04 15:26:28,Smartphone
149,23,2025-06-01 17:37:47,Smartphone
41,14,2025-06-04 10:25:11,Tablet
442,46,2025-06-01 05:58:52,Smartphone
363,22,2025-06-03 02:33:54,Smartphone
112,45,2025-06-04 05:35:11,Smartphone
133,49,2025-06-03 14:23:13,Smartphone
299,7,2025-06-03 05:58:05,Desktop
172,49,2025-06-01 10:02:33,Smartphone
497,44,2025-06-04 01:41:09,Smartphone
474,26,2025-06-04 22:18:19,Smartphone
298,24,2025-06-03 01:41:43,Smartphone
155,45,2025-06-01 01:50:33,Tablet
352,23,2025-06-03 13:10:31,Desktop
12,29,2025-06-03 23:23:26,Smartphone
35,27,2025-06-01 15:22:12,Desktop
315,9,2025-06-03 15:08:11,Smartphone
140,37,2025-06-03 04:44:50,Smartphone
32,45,2025-06-04 20:33:49,Smartphone
53,8,2025-06-03 18:57:15,Smartphone
254,3,2025-06-01 22:16:51,Smartphone
51,11,2025-06-03 15:25:20,Tablet
75,9,2025-06-02 01:39:06,Smartphone
392,27,2025-06-04 03:59:05,Smartphone
108,4,2025-06-04 22:43:47,Smartphone
412,45,2025-06-02 15:20:00,Smartphone
397,49,2025-06-04 17:41:55,Smartphone
172,35,2025-06-04 06:22:37,Smartphone
478,43,2025-06-03 22:24:51,Tablet
463,42,2025-06-03 19:42:07,Desktop
0,16,2025-06-03 15:26:06,Tablet
56,22,2025-06-04 14:17:07,Smartphone
194,26,2025-06-02 15:05:16,Desktop
359,47,2025-06-02 22:56:20,Smartphone
470,30,2025-06-02 11:45:10,Smartphone
174,32,2025-06-01 12:37:16,Tablet
184,17,2025-06-02 16:37:18,Smartphone
349,48,2025-06-03 17:39:10,Smartphone
481,49,2025-06-02 11:30:54,Tablet
462,4,2025-06-03 19:40:41,Desktop
132,30,2025-06-04 10:59:25,Tablet
85,47,2025-06-04 16:53:09,Smartphone
198,26,2025-06-03 07:11:39,Smartphone
317,3,2025-06-03 00:59:28,Smartphone
48,11,2025-06-01 04:10:47,Smartphone
56,32,2025-06-03 23:59:18,Tablet
169,25,2025-06-02 23:20:01,Tablet
248,12,2025-06-02 02:28:56,Tablet
378,16,2025-06-03 23:00:16,Smartphone
344,27,2025-06-02 06:53:31,Smartphone
282,20,2025-06-03 03:40:30,Smartphone
233,22,2025-06-02 13:37:31,Smartphone
330,26,2025-06-03 01:33:55,Desktop
294,7,2025-06-02 16:43:41,Desktop
81,18,2025-06-04 14:49:16,Smartphone
12,30,2025-06-02 16:14:04,Smartphone
173,42,2025-06-04 08:56:34,Desktop
86,18,2025-06-01 01:28:42,Desktop
495,1,2025-06-04 03:14:21,Smartphone
283,43,2025-06-02 03:49:28,Smartphone
433,48,2025-06-01 12:28:05,Smartphone
462,6,2025-06-02 11:09:00,Smartphone
56,5,2025-06-03 11:11:25,Smartphone
218,45,2025-06-03 23:09:15,Smartphone
332,11,2025-06-04 08:51:12,Smartphone
276,41,2025-06-02 10:59:58,Smartphone
279,44,2025-06-03 21:20:09,Smartphone
52,4,2025-06-04 22:03:59,Desktop
163,45,2025-06-03 23:28:51,Smartphone
21,30,2025-06-03 17:16:12,Smartphone
205,42,2025-06-01 02:30:40,Desktop
433,44,2025-06-01 13:33:06,Smartphone
144,10,2025-06-02 18:51:04,Smartphone
138,15,2025-06-02 08:16:20,Smartphone
265,13,2025-06-03 10:53:42,Smartphone
187,43,2025-06-02 11:26:01,Smartphone
195,39,2025-06-02 20:35:40,Smartphone
356,36,2025-06-04 12:41:42,Smartphone
248,2,2025-06-03 05:44:32,Tablet
100,45,2025-06-03 20:55:24,Smartphone
266,30,2025-06-04 08:36:19,Smartphone
237,46,2025-06-04 05:19:15,Smartphone
293,1,2025-06-03 02:03:47,Smartphone
222,46,2025-06-03 13:58:06,Desktop
465,13,2025-06-04 08:09:22,Desktop
179,15,2025-06-03 00:10:29,Smartphone
290,20,2025-06-03 03:14:10,Smartphone
477,49,2025-06-03 18:04:53,Smartphone
212,40,2025-06-02 15:27:18,Smartphone
369,43,2025-06-02 20:39:18,Smartphone
38,46,2025-06-02 12:36:47,Smartphone
170,38,2025-06-02 09:34:28,Smartphone
450,46,2025-06-01 17:34:18,Smartphone
196,1,2025-06-02 04:02:49,Smartphone
192,6,2025-06-02 21:57:18,Smartphone
447,12,2025-06-01 17:24:41,Desktop
404,5,2025-06-04 06:02:27,Smartphone
422,27,2025-06-02 02:57:51,Smartphone
331,49,2025-06-02 03:53:42,Desktop
391,22,2025-06-02 07:30:47,Smartphone
179,42,2025-06-03 22:30:59,Smartphone
131,25,2025-06-02 16:16:05,Smartphone
320,7,2025-06-04 13:51:53,Smartphone
110,32,2025-06-04 04:24:20,Smartphone
457,47,2025-06-04 14:54:50,Desktop
220,39,2025-06-02 17:12:52,Smartphone
478,46,2025-06-01 14:38:24,Desktop
311,20,2025-06-02 04:16:13,Smartphone
344,29,2025-06-02 19:08:38,Smartphone
278,9,2025-06-02 09:07:46,Desktop
141,21,2025-06-03 04:33:25,Desktop
134,20,2025-06-02 02:07:59,Tablet
130,49,2025-06-02 20:01:15,Smartphone
463,38,2025-06-01 02:03:37,Desktop
374,32,2025-06-04 05:47:20,Tablet
297,49,2025-06-01 18:26:05,Desktop
271,21,2025-06-02 15:56:58,Smartphone
260,5,2025-06-01 06:37:43,Desktop
52,34,2025-06-01 07:56:27,Desktop
234,43,2025-06-04 08:35:19,Desktop
204,47,2025-06-02 18:32:43,Tablet
366,49,2025-06-01 18:23:26,Smartphone
336,20,2025-06-04 20:53:47,Smartphone
249,5,2025-06-03 23:29:21,Smartphone
348,13,2025-06-01 14:56:25,Smartphone
367,25,2025-06-01 01:47:10,Smartphone
167,25,2025-06-04 11:36:14,Smartphone
481,35,2025-06-02 17:24:35,Smartphone
415,4,2025-06-03 20:21:39,Smartphone
253,18,2025-06-03 21:43:04,Desktop
52,15,2025-06-03 16:08:52,Smartphone
498,39,2025-06-03 01:37:08,Smartphone
73,1,2025-06-02 02:50:59,Tablet
340,1,2025-06-01 07:28:56,Smartphone
308,29,2025-06-02 12:46:11,Desktop
337,30,2025-06-03 21:34:27,Smartphone
241,16,2025-06-01 16:36:54,Smartphone
340,47,2025-06-01 09:30:58,Smartphone
374,40,2025-06-03 10:21:26,Smartphone
91,27,2025-06-03 23:36:56,Desktop
435,26,2025-06-01 10:47:20,Smartphone
475,45,2025-06-04 12:02:05,Smartphone
346,22,2025-06-04 19:40:10,Smartphone
477,26,2025-06-01 07:48:26,Smartphone
3,20,2025-06-01 22:05:48,Smartphone
167,37,2025-06-01 21:43:42,Desktop
230,14,2025-06-04 09:58:10,Smartphone
45,32,2025-06-02 20:14:57,Tablet
209,35,2025-06-01 12:24:19,Smartphone
35,35,2025-06-02 12:08:43,Smartphone
22,27,2025-06-01 17:15:02,Smartphone
246,39,2025-06-04 09:16:30,Tablet
427,0,2025-06-03 12:36:35,Smartphone
468,12,2025-06-04 16:18:05,Smartphone
199,23,2025-06-04 14:49:02,Desktop
286,2,2025-06-04 18:03:49,Smartphone
5,18,2025-06-02 08:52:05,Smartphone
77,40,2025-06-04 04:06:18,Tablet
339,25,2025-06-03 07:23:47,Smartphone
224,8,2025-06-03 17:36:39,Smartphone
462,47,2025-06-03 16:28:33,Smartphone
389,33,2025-06-02 19:18:18,Smartphone
325,45,2025-06-04 13:42:36,Smartphone
421,25,2025-06-03 14:27:10,Smartphone
196,43,2025-06-02 20:28:27,Desktop
483,13,2025-06-04 10:48:45,Smartphone
30,4,2025-06-04 18:26:37,Smartphone
76,26,2025-06-01 08:46:18,Smartphone
60,18,2025-06-04 16:47:02,Desktop
464,13,2025-06-01 14:27:06,Desktop
444,29,2025-06-02 06:15:40,Smartphone
99,7,2025-06-04 19:05:50,Smartphone
226,16,2025-06-02 06:43:57,Smartphone
382,13,2025-06-02 14:32:30,Desktop
169,39,2025-06-01 11:49:25,Smartphone
206,36,2025-06-01 22:52:23,Smartphone
191,0,2025-06-02 10:55:58,Smartphone
59,6,2025-06-02 01:18:48,Smartphone
143,15,2025-06-04 08:23:22,Desktop
107,5,2025-06-01 10:55:55,Smartphone
323,48,2025-06-01 22:47:48,Desktop
100,20,2025-06-01 00:23:22,Tablet
432,2,2025-06-03 11:29:40,Desktop
119,22,2025-06-03 17:36:33,Desktop
323,1,2025-06-04 14:28:48,Smartphone
83,25,2025-06-03 20:26:09,Desktop
414,11,2025-06-02 18:25:03,Smartphone
42,26,2025-06-01 04:45:12,Desktop
219,27,2025-06-02 09:42:40,Smartphone
129,8,2025-06-02 17:57:29,Desktop
77,49,2025-06-02 17:10:25,Desktop
161,41,2025-06-03 18:07:23,Smartphone
185,23,2025-06-01 10:21:58,Smartphone
70,45,2025-06-02 09:59:41,Desktop
457,40,2025-06-02 14:31:42,Desktop
357,33,2025-06-04 19:01:50,Tablet
61,26,2025-06-04 13:53:39,Smartphone
114,31,2025-06-02 04:48:34,Smartphone
414,3,2025-06-03 13:54:55,Smartphone
314,42,2025-06-01 16:42:55,Smartphone
230,15,2025-06-04 07:18:27,Smartphone
464,12,2025-06-02 08:44:24,Tablet
316,13,2025-06-04 22:19:07,Smartphone
300,28,2025-06-01 21:41:53,Smartphone
274,40,2025-06-02 14:41:07,Smartphone
456,40,2025-06-01 20:42:52,Smartphone
65,41,2025-06-01 10:23:59,Smartphone
159,41,2025-06-01 08:41:07,Desktop
346,29,2025-06-02 00:09:51,Smartphone
123,5,2025-06-02 20:47:57,Tablet
50,7,2025-06-04 14:39:34,Smartphone
168,11,2025-06-04 10:53:48,Smartphone
249,13,2025-06-02 18:01:55,Smartphone
445,38,2025-06-03 15:57:22,Smartphone
133,20,2025-06-01 18:06:37,Smartphone
38,24,2025-06-03 20:15:32,Desktop
22,23,2025-06-02 20:17:11,Tablet
476,12,2025-06-03 10:37:10,Smartphone
264,37,2025-06-02 15:38:55,Smartphone
24,1,2025-06-04 00:53:11,Smartphone
324,10,2025-06-04 06:38:25,Smartphone
80,25,2025-06-03 23:54:50,Tablet
428,47,2025-06-03 15:45:11,Smartphone
492,47,2025-06-01 11:42:54,Smartphone
302,40,2025-06-04 15:05:43,Smartphone
223,49,2025-06-01 05:48:18,Desktop
138,18,2025-06-03 14:55:07,Desktop
151,10,2025-06-02 22:56:29,Smartphone
113,26,2025-06-04 15:55:19,Smartphone
159,43,2025-06-02 12:27:44,Smartphone
458,45,2025-06-01 03:46:00,Desktop
22,22,2025-06-01 13:18:01,Smartphone
241,46,2025-06-02 09:20:22,Smartphone
350,27,2025-06-04 11:46:09,Desktop
389,11,2025-06-04 13:30:21,Desktop
489,30,2025-06-01 03:01:16,Desktop
230,16,2025-06-02 15:15:01,Smartphone
465,4,2025-06-04 11:55:19,Desktop
107,31,2025-06-01 05:51:32,Smartphone
447,44,2025-06-02 01:30:50,Desktop
62,36,2025-06-03 20:31:17,Smartphone
259,31,2025-06-04 03:34:46,Smartphone
139,25,2025-06-04 22:52:58,Smartphone
115,17,2025-06-03 16:24:15,Tablet
324,0,2025-06-02 16:30:34,Smartphone
443,24,2025-06-02 02:25:52,Tablet
23,31,2025-06-04 13:14:41,Tablet
46,41,2025-06-03 15:28:49,Smartphone
2,42,2025-06-04 20:26:50,Smartphone
72,25,2025-06-03 23:36:45,Smartphone
76,21,2025-06-01 13:17:17,Smartphone
147,49,2025-06-03 20:27:00,Smartphone
138,46,2025-06-03 02:40:31,Smartphone
422,29,2025-06-03 11:28:12,Smartphone
119,23,2025-06-03 00:32:29,Smartphone
317,37,2025-06-02 22:45:26,Tablet
104,41,2025-06-01 15:14:00,Smartphone
328,27,2025-06-01 23:25:18,Desktop
273,3,2025-06-03 00:01:52,Smartphone
385,46,2025-06-03 11:57:00,Smartphone
357,2,2025-06-04 00:09:28,Smartphone
287,39,2025-06-02 17:58:29,Desktop
309,1,2025-06-03 10:19:12,Smartphone
409,20,2025-06-04 08:06:49,Smartphone
489,25,2025-06-01 05:20:39,Smartphone
199,9,2025-06-03 18:14:19,Smartphone
179,16,2025-06-01 12:49:28,Desktop
412,47,2025-06-02 21:48:17,Smartphone
197,19,2025-06-02 12:45:29,Tablet
383,34,2025-06-02 23:04:48,Smartphone
51,27,2025-06-01 16:52:56,Desktop
157,6,2025-06-03 10:51:44,Smartphone
136,44,2025-06-04 02:56:36,Smartphone
263,47,2025-06-01 00:10:03,Smartphone
393,36,2025-06-04 23:46:43,Smartphone
219,4,2025-06-04 07:01:15,Desktop
439,40,2025-06-03 19:16:48,Desktop
478,42,2025-06-03 12:11:00,Smartphone
76,18,2025-06-01 07:53:38,Desktop
91,35,2025-06-02 03:19:07,Smartphone
467,12,2025-06-04 03:30:11,Smartphone
75,41,2025-06-03 04:41:16,Smartphone
9,36,2025-06-04 18:40:39,Smartphone
308,43,2025-06-04 00:35:53,Smartphone
223,37,2025-06-04 19:04:54,Smartphone
